key,name,shortName,mapFrom,mapTo,networkKey,networkName,networkShortName,familyKey,familyName,familyShortName,validationRegex,validationCaseSensitive
token.LUNA.LUNA.ANC.address,ANC,ANC,crypto.ANC.version.TERRA.address,crypto.ANC.version.TERRA.address,token.LUNA.LUNA.address,Terra Luna,LUNA,token.LUNA.address,Terra,LUNA,^terra1[a-zA-HJ-NP-Z]{33}$,TRUE
token.LUNA.LUNA.LUNA.address,Terra,LUNA,crypto.LUNA.address,crypto.LUNA.address,token.LUNA.LUNA.address,Terra Luna,LUNA,token.LUNA.address,Terra,LUNA,^terra1[a-zA-HJ-NP-Z]{33}$,TRUE
token.LUNA.LUNA.UST.address,UST,UST,crypto.UST.address,crypto.UST.address,token.LUNA.LUNA.address,Terra Luna,LUNA,token.LUNA.address,Terra,LUNA,^terra1[a-zA-HJ-NP-Z]{33}$,TRUE
token.MAID.MAID.MAID.address,MAID,MAID,crypto.MAID.address,crypto.MAID.address,token.MAID.MAID.address,MAID,MAID,token.MAID.address,MAID,MAID,"^(bc1|[13])[a-zA-HJ-NP-Z0-9]{25,39}$",TRUE
token.MED.MED.MED.address,MED,MED,crypto.MED.address,crypto.MED.address,token.MED.MED.address,MED,MED,token.MED.address,MED,MED,^[a-zA-Z0-9]*$,TRUE
token.MINA.MINA.MINA.address,MINA,MINA,crypto.MINA.address,crypto.MINA.address,token.MINA.MINA.address,MINA,MINA,token.MINA.address,MINA,MINA,^B62[a-zA-Z0-9]*$,TRUE
token.MONA.MONA.MONA.address,MONA,MONA,crypto.MONA.address,crypto.MONA.address,token.MONA.MONA.address,MONA,MONA,token.MONA.address,MONA,MONA,^[a-zA-Z0-9]*$,TRUE
token.NANO.NANO.NANO.address,Nano,NANO,crypto.NANO.address,crypto.NANO.address,token.NANO.NANO.address,NANO,NANO,token.NANO.address,NANO,NANO,^nano_[1-9a-z]{60}$,TRUE
token.NEAR.NEAR.NEAR.address,NEAR Protocol,NEAR,crypto.NEAR.address,crypto.NEAR.address,token.NEAR.NEAR.address,NEAR Protocol,NEAR,token.NEAR.address,NEAR,NEAR,"^([a-f0-9]{2,64})|([a-z\d_-]{2,59}\.near)$",TRUE
token.NEAR.NEAR.SWEAT.address,SWEAT,SWEAT,crypto.SWEAT.version.NEP-141.address,crypto.SWEAT.version.NEP-141.address,token.NEAR.NEAR.address,NEAR Protocol,NEAR,token.NEAR.address,NEAR,NEAR,"^([a-f0-9]{2,64})|([a-z\d_-]{2,59}\.near)$",TRUE
token.NEBL.NEBL.NEBL.address,Neblio,NEBL,crypto.NEBL.address,crypto.NEBL.address,token.NEBL.NEBL.address,NEBL,NEBL,token.NEBL.address,NEBL,NEBL,^[a-zA-Z0-9]{34}$,TRUE
token.NEO.NEO.GAS.address,Gas,GAS,crypto.GAS.address,crypto.GAS.address,token.NEO.NEO.address,Neo Smart Economy,NEO,token.NEO.address,NEO,NEO,^A[0-9a-zA-Z]{33}$,TRUE
token.NEO.NEO.NEO.address,Neo,NEO,crypto.NEO.address,crypto.NEO.address,token.NEO.NEO.address,Neo Smart Economy,NEO,token.NEO.address,NEO,NEO,^A[0-9a-zA-Z]{33}$,TRUE
token.NIBI.NIBI.NIBI.address,Nibiru,NIBI,crypto.NIBI.address,crypto.NIBI.address,token.NIBI.NIBI.address,NIBI,NIBI,token.NIBI.address,NIBI,NIBI,^nibi1[a-z0-9]{38}$,TRUE
token.NIMQ.NIMQ.NIM.address,Nimiq,NIM,crypto.NIM.address,crypto.NIM.address,token.NIMQ.NIMQ.address,NIMQ,NIMQ,token.NIMQ.address,NIMQ,NIMQ,^NQ[0-9]{2} ([A-Z0-9]{4} ){7}[A-Z0-9]{4}$,TRUE
token.NKN.NKN.NKN.address,NKN,NKN,crypto.NKN.address,crypto.NKN.address,token.NKN.NKN.address,NKN,NKN,token.NKN.address,NKN,NKN,^0x[a-fA-F0-9]{40}$,TRUE
token.OMNI.OMNI.USDT.address,Tether,USDT,crypto.USDT.version.OMNI.address,crypto.USDT.version.OMNI.address,token.OMNI.OMNI.address,Omni,OMNI,token.OMNI.address,OMNI,OMNI,"^(bc1|[13])[a-zA-HJ-NP-Z0-9]{25,39}$",TRUE
token.ONT.ONT.ONG.address,Ontology Gas,ONG,crypto.ONG.address,crypto.ONG.address,token.ONT.ONT.address,Ontology,ONT,token.ONT.address,ONT,ONT,^[a-zA-Z0-9]{34}$,TRUE
token.ONT.ONT.ONT.address,Ontology,ONT,crypto.ONT.address,crypto.ONT.address,token.ONT.ONT.address,Ontology,ONT,token.ONT.address,ONT,ONT,^[a-zA-Z0-9]{34}$,TRUE
token.PHA.PHA.PHA.address,PHA,PHA,crypto.PHA.address,crypto.PHA.address,token.PHA.PHA.address,PHA,PHA,token.PHA.address,PHA,PHA,^0x[a-fA-F0-9]{40}$,TRUE
token.POKT.POKT.POKT.address,Pocket Network,POKT,crypto.POKT.address,crypto.POKT.address,token.POKT.POKT.address,POKT,POKT,token.POKT.address,POKT,POKT,^[0-9a-fA-F]{40}$,TRUE
token.QTUM.QTUM.QTUM.address,Qtum,QTUM,crypto.QTUM.address,crypto.QTUM.address,token.QTUM.QTUM.address,QTUM,QTUM,token.QTUM.address,QTUM,QTUM,^Q[a-km-zA-HJ-NP-Z1-9]{33}$,TRUE
token.RVN.RVN.RVN.address,Ravencoin,RVN,crypto.RVN.address,crypto.RVN.address,token.RVN.RVN.address,RVN,RVN,token.RVN.address,RVN,RVN,^[a-zA-Z0-9]{34}$,TRUE
token.SC.SC.SC.address,SC,SC,crypto.SC.address,crypto.SC.address,token.SC.SC.address,SC,SC,token.SC.address,SC,SC,^[a-zA-Z0-9]*$,TRUE
token.SIERRA.SIERRA.SIERRA.address,SIERRA,SIERRA,crypto.SIERRA.address,crypto.SIERRA.address,token.SIERRA.SIERRA.address,SIERRA,SIERRA,token.SIERRA.address,SIERRA,SIERRA,^[a-zA-Z0-9]{34}$,TRUE
token.SMART.SMART.SMART.address,SmartCash,SMART,crypto.SMART.address,crypto.SMART.address,token.SMART.SMART.address,SMART,SMART,token.SMART.address,SMART,SMART,^[a-zA-Z0-9]{34}$,TRUE
token.SOL.SOL.CAW.address,crow with knife,CAW,,,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.DOGA.address,DOGAMI,DOGA,,,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.KIN.address,Kin,KIN,crypto.KIN.address,crypto.KIN.address,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.MUMU.address,Mumu the Bull,MUMU,,,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.NPC.address,Non-Playable Coin,NPC,,,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.OXY.address,OXY,OXY,crypto.OXY.version.SOLANA.address,crypto.OXY.version.SOLANA.address,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.RETARDIO.address,RETARDIO,RETARDIO,,,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.SOL.address,Solana,SOL,crypto.SOL.address,crypto.SOL.address,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.SRM.address,SRM,SRM,crypto.SRM.version.SOLANA.address,crypto.SRM.version.SOLANA.address,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.TBALL.address,Tetherball Coin,TBALL,,,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.USDC.address,USD Coin,USDC,crypto.USDC.version.SOL.address,crypto.USDC.version.SOL.address,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.SOL.SOL.WIF.address,dogwifhat,WIF,,,token.SOL.SOL.address,Solana,SOL,token.SOL.address,Solana,SOL,"^[1-9A-HJ-NP-Za-km-z]{32,44}$",TRUE
token.STEEM.STEEM.STEEM.address,STEEM,STEEM,crypto.STEEM.address,crypto.STEEM.address,token.STEEM.STEEM.address,STEEM,STEEM,token.STEEM.address,STEEM,STEEM,^[a-zA-Z0-9]*$,TRUE
token.STX.STX.STX.address,Stacks,STX,crypto.STX.address,crypto.STX.address,token.STX.STX.address,STX,STX,token.STX.address,STX,STX,"^SP[A-Z0-9]{38,39}$",TRUE
token.SUI.SUI.SUI.address,Sui,SUI,crypto.SUI.address,crypto.SUI.address,token.SUI.SUI.address,SUI,SUI,token.SUI.address,SUI,SUI,^0x([0-9a-fA-F]{64}|[a-fA-F0-9]{40})$,TRUE
token.THOR.THOR.RUNE.address,RUNE,RUNE,crypto.RUNE.address,crypto.RUNE.address,token.THOR.THOR.address,THOR,THOR,token.THOR.address,THOR,THOR,^thor[a-zA-HJ-NP-Z0-9]{39}$,TRUE
token.TON.TON.TON.address,TON,TON,crypto.TON.address,crypto.TON.address,token.TON.TON.address,TON,TON,token.TON.address,TON,TON,^0x[a-fA-F0-9]{40}$,TRUE
token.TPAY.TPAY.TPAY.address,TokenPay,TPAY,crypto.TPAY.address,crypto.TPAY.address,token.TPAY.TPAY.address,TPAY,TPAY,token.TPAY.address,TPAY,TPAY,^[a-zA-Z0-9]{34}$,TRUE
token.TRX.TRX.TRX.address,TRON,TRX,crypto.TRX.address,crypto.TRX.address,token.TRX.TRX.address,TRON,TRX,token.TRX.address,Tron,TRX,^T[a-zA-HJ-NP-Z0-9]{33}$,TRUE
token.TRX.TRX.TUSD.address,TrueUSD,TUSD,crypto.TUSD.version.TRON.address,crypto.TUSD.version.TRON.address,token.TRX.TRX.address,TRON,TRX,token.TRX.address,Tron,TRX,^T[a-zA-HJ-NP-Z0-9]{33}$,TRUE
token.TRX.TRX.USDT.address,Tether,USDT,crypto.USDT.version.TRON.address,crypto.USDT.version.TRON.address,token.TRX.TRX.address,TRON,TRX,token.TRX.address,Tron,TRX,^T[a-zA-HJ-NP-Z0-9]{33}$,TRUE
token.VSYS.VSYS.VSYS.address,VSYS,VSYS,crypto.VSYS.address,crypto.VSYS.address,token.VSYS.VSYS.address,VSYS,VSYS,token.VSYS.address,VSYS,VSYS,^[a-zA-Z0-9]{35}$,TRUE
token.WAVES.WAVES.WAVES.address,Waves,WAVES,crypto.WAVES.address,crypto.WAVES.address,token.WAVES.WAVES.address,WAVES,WAVES,token.WAVES.address,WAVES,WAVES,^3[a-km-zA-HJ-NP-Z1-9]{34}$,TRUE
token.WAXP.WAXP.WAXP.address,WAX,WAXP,crypto.WAXP.address,crypto.WAXP.address,token.WAXP.WAXP.address,WAXP,WAXP,token.WAXP.address,WAXP,WAXP,^[a-zA-Z0-9]*$,TRUE
token.XCH.XCH.XCH.address,XCH,XCH,crypto.XCH.address,crypto.XCH.address,token.XCH.XCH.address,XCH,XCH,token.XCH.address,XCH,XCH,^xch1[a-zA-HJ-NP-Z02-9]+$,TRUE
token.XDC.XDC.XDC.address,XinFin,XDC,crypto.XDC.address,crypto.XDC.address,token.XDC.XDC.address,XDC,XDC,token.XDC.address,XDC,XDC,^xdc[a-fA-F0-9]{40}$,TRUE
token.XEM.XEM.XEM.address,NEM,XEM,crypto.XEM.address,crypto.XEM.address,token.XEM.XEM.address,XEM,XEM,token.XEM.address,XEM,XEM,^N[ABCDEFGHIJKLMNOPQRSTUVWXYZ234567]{39}$,TRUE
token.XHV.XHV.XHV.address,XHV,XHV,crypto.XHV.address,crypto.XHV.address,token.XHV.XHV.address,XHV,XHV,token.XHV.address,XHV,XHV,^hv[a-zA-Z0-9]*$,TRUE
token.XLA.XLA.XLA.address,Scala,XLA,crypto.XLA.address,crypto.XLA.address,token.XLA.XLA.address,XLA,XLA,token.XLA.address,XLA,XLA,^(S|Ss)+([1-9A-HJ-NP-Za-km-z]{96})$,TRUE
token.XLM.XLM.XLM.address,Stellar Lumens,XLM,crypto.XLM.address,crypto.XLM.address,token.XLM.XLM.address,XLM,XLM,token.XLM.address,XLM,XLM,^G[A-Z2-7]{55}$,TRUE
token.XMR.XMR.XMR.address,Monero,XMR,crypto.XMR.address,crypto.XMR.address,token.XMR.XMR.address,XMR,XMR,token.XMR.address,XMR,XMR,^[48]{1}[0-9AB][1-9A-HJ-NP-Za-km-z]{93}$,TRUE
token.XPM.XPM.XPM.address,XPM,XPM,crypto.XPM.address,crypto.XPM.address,token.XPM.XPM.address,XPM,XPM,token.XPM.address,XPM,XPM,^[a-zA-Z0-9]{34}$,TRUE
token.XPRT.XPRT.XPRT.address,XPRT,XPRT,crypto.XPRT.address,crypto.XPRT.address,token.XPRT.XPRT.address,XPRT,XPRT,token.XPRT.address,XPRT,XPRT,^[a-zA-Z0-9]*$,TRUE
token.XRP.XRP.XRP.address,XRP,XRP,crypto.XRP.address,crypto.XRP.address,token.XRP.XRP.address,XRP,XRP,token.XRP.address,XRP,XRP,"^r[1-9a-km-zA-HJ-NP-Z]{24,34}$",TRUE
token.XST.XST.XST.address,XST,XST,crypto.XST.address,crypto.XST.address,token.XST.XST.address,XST,XST,token.XST.address,XST,XST,(?:RwxQ3jUs2BjKhseNX1em4msn2GyV5XAec[PQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]|RwxQ3jUs2BjKhseNX1em4msn2GyV5XAe[defghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]|RwxQ3jUs2BjKhseNX1em4msn2GyV5XA[fghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{2}|RwxQ3jUs2BjKhseNX1em4msn2GyV5X[BCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{3}|RwxQ3jUs2BjKhseNX1em4msn2GyV5[YZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{4}|RwxQ3jUs2BjKhseNX1em4msn2GyV[6789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{5}|RwxQ3jUs2BjKhseNX1em4msn2Gy[WXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{6}|RwxQ3jUs2BjKhseNX1em4msn2G[z][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{7}|RwxQ3jUs2BjKhseNX1em4msn2[HJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{8}|RwxQ3jUs2BjKhseNX1em4msn[3456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{9}|RwxQ3jUs2BjKhseNX1em4ms[opqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{10}|RwxQ3jUs2BjKhseNX1em4m[tuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{11}|RwxQ3jUs2BjKhseNX1em4[nopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{12}|RwxQ3jUs2BjKhseNX1em[56789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{13}|RwxQ3jUs2BjKhseNX1e[nopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{14}|RwxQ3jUs2BjKhseNX1[fghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{15}|RwxQ3jUs2BjKhseNX[23456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{16}|RwxQ3jUs2BjKhseN[YZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{17}|RwxQ3jUs2BjKhse[PQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{18}|RwxQ3jUs2BjKhs[fghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{19}|RwxQ3jUs2BjKh[tuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{20}|RwxQ3jUs2BjK[ijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{21}|RwxQ3jUs2Bj[LMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{22}|RwxQ3jUs2B[kmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{23}|RwxQ3jUs2[CDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{24}|RwxQ3jUs[3456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{25}|RwxQ3jU[tuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{26}|RwxQ3j[VWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{27}|RwxQ3[kmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{28}|RwxQ[456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{29}|Rwx[RSTUVWXYZabcdefghijkmnopqrstuvwxyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{30}|Rw[yz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{31}|R[xyz][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{32}|S[123456789ABCDEFGHJKL][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{32}|SM[123456789ABCDEFGH][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{31}|SMJ11[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{29}|SMJ11[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{29}|SMJ12[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnop][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{28}|SMJ12q[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkm][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{27}|SMJ12qn[12345678][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{26}|SMJ12qn9[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghi][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{25}|SMJ12qn9j[123456789ABCDEFGHJKLM][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{24}|SMJ12qn9jN[123456789AB][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{23}|SMJ12qn9jNC[123456789AB][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{22}|SMJ12qn9jNCC[123456789ABCDEFGHJKLMNPQRSTUVW][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{21}|SMJ12qn9jNCCX[123456789ABCDEFGH][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{20}|SMJ12qn9jNCCXJ[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkm][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{19}|SMJ12qn9jNCCXJn[123456789ABCDEFGHJKLMNPQRS][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{18}|SMJ12qn9jNCCXJnT[123456789ABCDEFGHJKLMNPQRSTUVWX][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{17}|SMJ12qn9jNCCXJnTY[123456789ABCDEFGHJKLMNPQ][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{16}|SMJ12qn9jNCCXJnTYR[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxy][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{15}|SMJ12qn9jNCCXJnTYRz[1234][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{14}|SMJ12qn9jNCCXJnTYRz5[123456789ABCDEFGHJKLMNPQRSTUVWX][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{13}|SMJ12qn9jNCCXJnTYRz5Y[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrst][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{12}|SMJ12qn9jNCCXJnTYRz5Yu[12345678][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{11}|SMJ12qn9jNCCXJnTYRz5Yu9[123456789ABCDEFGHJKLMNPQRSTUVWXY][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{10}|SMJ12qn9jNCCXJnTYRz5Yu9Z[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcd][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{9}|SMJ12qn9jNCCXJnTYRz5Yu9Ze[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkm][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{8}|SMJ12qn9jNCCXJnTYRz5Yu9Zen[123456789ABCD][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{7}|SMJ12qn9jNCCXJnTYRz5Yu9ZenE[123456789ABCDEFGHJKLMNPQ][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{6}|SMJ12qn9jNCCXJnTYRz5Yu9ZenER[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkm][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{5}|SMJ12qn9jNCCXJnTYRz5Yu9ZenERn[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghij][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{4}|SMJ12qn9jNCCXJnTYRz5Yu9ZenERnk[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghij][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{3}|SMJ12qn9jNCCXJnTYRz5Yu9ZenERnkk[123456789ABCDEFGHJKLMNPQRST][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]{2}|SMJ12qn9jNCCXJnTYRz5Yu9ZenERnkkU[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstu][123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghijkmnopqrstuvwxyz]|SMJ12qn9jNCCXJnTYRz5Yu9ZenERnkkUv[123456789ABCDEFGHJKLMNPQRSTUVWXYZabcdefghi]),TRUE
token.XTZ.XTZ.DOGA.address,DOGAMI,DOGA,,,token.XTZ.XTZ.address,XTZ,XTZ,token.XTZ.address,XTZ,XTZ,^(tz|KT)[a-km-zA-HJ-NP-Z1-9]{34}$,TRUE
token.XTZ.XTZ.XTZ.address,Tezos,XTZ,crypto.XTZ.address,crypto.XTZ.address,token.XTZ.XTZ.address,XTZ,XTZ,token.XTZ.address,XTZ,XTZ,^(tz|KT)[a-km-zA-HJ-NP-Z1-9]{34}$,TRUE
token.XVG.XVG.XVG.address,Verge,XVG,crypto.XVG.address,crypto.XVG.address,token.XVG.XVG.address,XVG,XVG,token.XVG.address,XVG,XVG,^[a-zA-Z0-9]{34}$|^[1-9A-HJ-NP-Za-km-z]{95}$,TRUE
token.XZC.XZC.XZC.address,Zcoin,XZC,crypto.XZC.address,crypto.XZC.address,token.XZC.XZC.address,XZC,XZC,token.XZC.address,XZC,XZC,^[a-km-zA-HJ-NP-Z1-9]{34}$,TRUE
token.YEC.YEC.YEC.address,YEC,YEC,crypto.YEC.address,crypto.YEC.address,token.YEC.YEC.address,YEC,YEC,token.YEC.address,YEC,YEC,^y([a-zA-Z0-9]){94}$|^ys1([a-zA-Z0-9]){75}$|^s([a-zA-Z0-9]){34}$,TRUE
token.ZEC.ZEC.ZEC.address,Zcash,ZEC,crypto.ZEC.address,crypto.ZEC.address,token.ZEC.ZEC.address,ZEC,ZEC,token.ZEC.address,ZEC,ZEC,^z([a-zA-Z0-9]){94}$|^zs1([a-zA-Z0-9]){75}$|^t([a-zA-Z0-9]){34}$,TRUE
token.ZIL.ZIL.ZIL.address,Zilliqa,ZIL,crypto.ZIL.address,crypto.ZIL.address,token.ZIL.ZIL.address,ZIL,ZIL,token.ZIL.address,ZIL,ZIL,^zil1[qpzry9x8gf2tvdw0s3jn54khce6mua7l]{38}$,TRUE
